
For office        |  Activity Identification  |   Time Interval Estimates   |                 | 
use only          +-------+-------------+-----+---------+---------+---------+    Schedulled   |
                  |  Beggining  |  Ending     | Opti-   | Most    | Pessi-  |   Completition  | Remarks
            Report|  Event No.  |  Event No.  | mistic  | Likely  | mistic  |      Date       |
              code|             |             | (weeks) | (weeks) | (weeks) |                 |
(1) (2) (3) | (4) |     (B)     |     (C)     |   (D)   |   (E)   |  (F)    |       (G)       |   (H)
------------+-----+-------------+-------------+---------+---------+---------+-----------------+-----------
12   13-16  |  43 | 18   -   26 | 34   -   42 | 44 - 47 | 48 - 51 | 52 - 55 | 60     -     65 |
------------+-----+-------------+-------------+---------+---------+---------+-----+-----+-----+-----------
x    xx xx  |  x  | xxx-xxx-xxx | xxx-xxx-xxx |  xxx.x  |  xxx.x  |  xxx.x  | Mo. | Day | Yr. |
------------+-----+-------------+-------------+---------+---------+---------+-----------------+-----------
1                   022-099-001   022-100-001      2         3          4     
1                   022-223-019   022-223-022      6         9         12       
1                   022-223-020   022-223-023      7        12         16       
1                   022-223-021   022-223-024     33        38         45
1                   022-223-022   022-223-024     56        65         70       
1                   022-223-023   022-223-024      5         7          9                       
1                   022-223-024   022-223-025      6        14         20                       
1                   022-223-024   022-223-026     78        99        120                      
1                   022-223-025   022-223-027     89        90        110                      
1                   022-223-027   022-223-028      5         8         12                      
1                   022-223-026   022-223-028     54        66         77                      
1                   022-223-026   022-223-029      6         9         14                      
1                   022-223-029   022-223-028      4         6          9                      
1                   022-223-028   022-223-030      6         9         12                      

1                   022-224-001   022-224-002      1         1.5        2
1                   022-224-002   022-224-003      4         5          6
1                   022-224-003   022-224-004     11        22         33
1                   022-224-003   022-224-005      4         7          9.5   07    31    58
1                   022-224-003   022-224-006      3         4          5
1                   022-224-006   022-224-007     10        11         12
1                   022-224-007   022-224-008      5         6          7
1                   022-224-008   022-224-009      8         9         10 
1                   022-224-009   022-224-010      2         5          6     06    21    58    
1                   022-224-010   022-224-011      1         3          6
1                   022-224-011   022-224-012      5         7         10
1                   022-224-011   022-224-013      3         9         14
1                   022-224-012   022-224-014      6        12         23
1                   022-224-014   022-224-015     25        30         45  
1                   022-224-013   022-224-015      7        10         14
1                   022-224-015   022-224-016      5         5.5        8
1                   022-224-016   022-224-017     34        45         60
1                   022-224-016   022-224-018      3         7          9
1                   022-224-016   022-224-019      5        16         19
1                   022-224-016   022-224-020      7         7         11
1                   022-224-017   022-224-021      8         9         14
1                   022-224-018   022-224-022      4         8         15
1                   022-224-019   022-224-022      6         9         12
1                   022-224-020   022-224-023      7        12         16
1                   022-224-021   022-224-024     89       110        120 
1                   022-224-022   022-224-024     56        65         70
1                   022-224-023   022-224-024      5         7          9
1                   022-224-024   022-224-025      6        14         20
1                   022-224-024   022-224-026     78        99        120
1                   022-224-025   022-224-027     89        90        110
1                   022-224-027   022-224-028     15        28         32
1                   022-224-026   022-224-028     54        66         77
1                   022-224-026   022-224-029      6         9         14
1                   022-224-029   022-224-028      4         6          9
1                   022-224-028   022-224-030      6         9         12

1                   022-225-001   022-225-002      1         1.5        2
1                   022-225-002   022-225-003      4         5          6
1                   022-225-003   022-225-004     11        22         33
1                   022-225-003   022-225-005      4         7          9.5   07    31    58
1                   022-225-003   022-225-006      3         4          5
1                   022-225-006   022-225-007     12        14         17
1                   022-225-007   022-225-008      5         6         12
1                   022-225-008   022-225-009      8         9         10 
1                   022-225-009   022-225-010      3         6          9     06    21    58    
1                   022-225-010   022-225-011      1         3          6
1                   022-225-011   022-225-012      5         7         10
1                   022-225-011   022-225-013      3         9         16
1                   022-225-012   022-225-014      6        12         23
1                   022-225-014   022-225-015      8        10         13
1                   022-225-013   022-225-015      7        10         14
1                   022-225-015   022-225-016      5         5.5        8
1                   022-225-016   022-225-017      5         7          8
1                   022-225-016   022-225-018      3         7          9
1                   022-225-016   022-225-019      5        16         19
1                   022-225-016   022-225-020      7         7         11
1                   022-225-017   022-225-021      8         8.5       11
1                   022-225-018   022-225-022      4         8         16
1                   022-225-019   022-225-022      6         9         12
1                   022-225-020   022-225-023      7         8         9
1                   022-225-021   022-225-024      9        11         12
1                   022-225-022   022-225-024      5        10         13
1                   022-225-023   022-225-024      5         7          9
1                   022-225-024   022-225-025      6        14         20
1                   022-225-024   022-225-026     78        99        120
1                   022-225-025   022-225-027      9        15         30
1                   022-225-027   022-225-028     15        28         32
1                   022-225-026   022-225-028     54        76         87
1                   022-225-026   022-225-029      6         9         14
1                   022-225-029   022-225-028      4         6          9
1                   022-225-028   022-225-030      6         9         12

1                   022-220-030   029-002-000      5        5.5         6                    
1                   022-221-030   029-002-000      6        6.5         7                    
1                   022-222-030   029-002-000      7        7.5         8                    
1                   022-223-030   029-002-000      8        8.5         9                    
1                   022-224-030   029-002-000      9        12         15                     
1                   022-225-030   029-002-000      9        12         15                     

1                   022-210-030   029-001-000      5         5.5        6                    
1                   022-211-030   029-001-000      6         6.5        7                    
1                   022-212-030   029-001-000      7         7.5        8                    
1                   022-213-030   029-001-000      8         8.5        9                    
1                   022-214-030   029-001-000      9        12         15                     
1                   022-215-030   029-001-000      9        12         15                     

1                   029-001-000   029-000-000      1         2         3                     
1                   029-002-000   029-000-000      1         2         3                     

1    76 77     9    022-100-004   022-250-001      2         3          4     
1              9    022-100-004   022-251-001      3         4          6     
1              9    022-100-004   022-253-001      2         4          5     
1              9    022-100-004   022-252-001      8         9         15     
1              9    022-100-004   022-254-001      1         1.5        8     
1              9    022-100-004   022-255-001      1         1.5        8     

1                   022-100-005   022-240-001      2         3          4     
1                   022-100-005   022-241-001      3         4          6     
1                   022-100-005   022-243-001      2         4          5     
1                   022-100-005   022-242-001      8         9         15     
1                   022-100-005   022-244-001      1         1.5        8     
1                   022-100-005   022-245-001      1         1.5        8     

1                   022-100-006   022-230-001      2         3          4     
1                   022-100-006   022-231-001      3         4          6     
1                   022-100-006   022-233-001      2         4          5     
1                   022-100-006   022-232-001      8         9         15     
1                   022-100-006   022-234-001      1         1.5        8     
1                   022-100-006   022-235-001      1         1.5        8     

1                   022-250-001   022-250-002      1         1.5        2
1                   022-250-002   022-250-003      4         5          6
1                   022-250-003   022-250-004     11        22         33
1                   022-250-003   022-250-005      4         5          5.5   07    31    58
1                   022-250-003   022-250-006      3         4          5
1                   022-250-006   022-250-007     10        11          12
1                   022-250-007   022-250-008      5         6          7
1                   022-250-008   022-250-009      8         9          10 
1                   022-250-009   022-250-010      2         3          4     06    21    58    
1                   022-250-010   022-250-011      1         3          6
1                   022-250-011   022-250-012      5         7         10
1                   022-250-011   022-250-013      3         6         10
1                   022-250-012   022-250-014      6        12         23
1                   022-250-014   022-250-015     98       102        130  
1                   022-250-013   022-250-015      7        10         14
1                   022-250-015   022-250-016      5         5.5        8
1                   022-250-016   022-250-017     34        45         60
1                   022-250-016   022-250-018      3         7          9
1                   022-250-016   022-250-019      5         6          9
1                   022-250-016   022-250-020      7         7         11
1                   022-250-017   022-250-021      8         9         14
1                   022-250-018   022-250-022      4         8         15
1                   022-250-019   022-250-022      6         9         12
1                   022-250-020   022-250-023      7        12         16
1                   022-250-021   022-250-024     89       110        120 
1                   022-250-022   022-250-024     56        65         70
1                   022-250-023   022-250-024      5         7          9
1                   022-250-024   022-250-025      6        14         20
1                   022-250-024   022-250-026     78        99        120
1                   022-250-025   022-250-027     89        90        110
1                   022-250-027   022-250-028      5         8         12
1                   022-250-026   022-250-028     54        66         77
1                   022-250-026   022-250-029      6         9         14
1                   022-250-029   022-250-028      4         6          9
1                   022-250-028   022-250-030      6         9         12

1                   022-251-001   022-251-002     98       102        130                       
1                   022-251-002   022-251-003      7        10         14                       
1                   022-251-003   022-251-004      5         5.5        8                       
1                   022-251-003   022-251-005     34        45         60                       
1                   022-251-003   022-251-006      3         7          9                       
1                   022-251-006   022-251-007      5         6          9                       
1                   022-251-007   022-251-008      7         7         11                       
1                   022-251-008   022-251-009      8         9         14      08    30    58   
1                   022-251-009   022-251-010      4         8         15                         
1                   022-251-010   022-251-011      6         9         12                       
1                   022-251-011   022-251-012      7        12         16                       
1                   022-251-011   022-251-013     89       110        120                       
1                   022-251-012   022-251-014     56        65         70      09    21    58   
1                   022-251-014   022-251-015      5         7          9                    
1                   022-251-013   022-251-015      6        14         20                    
1                   022-251-015   022-251-016     78        99        120                    
1                   022-251-016   022-251-017     89        90        110                    
1                   022-251-016   022-251-018      5         8         12                    
1                   022-251-016   022-251-019     54        66         77                    
1                   022-251-016   022-251-020      6         9         14                       
1                   022-251-017   022-251-021      4         6          9                       
1                   022-251-018   022-251-022      6         9         12                       
1                   022-251-019   022-251-022      1         1.5        2                       
1                   022-251-020   022-251-023      4         5          6                       
1                   022-251-021   022-251-024     11        22         33                       
1                   022-251-022   022-251-024      4         5          5.5                     
1                   022-251-023   022-251-024      3         4          5                       
1                   022-251-024   022-251-025     10        11          12                      
1                   022-251-024   022-251-026      5         6          7                    
1                   022-251-025   022-251-027      8         9          10                   
1                   022-251-027   022-251-028      2         3          4                    
1                   022-251-026   022-251-028      1         3          6                    
1                   022-251-026   022-251-029      5         7         10                    
1                   022-251-029   022-251-028      3         6         10                    
1                   022-251-028   022-251-030      6        12         23                    

1                   022-252-001   022-252-002     89       110        120                        
1                   022-252-002   022-252-003     56        65         70      10    21    58    
1                   022-252-003   022-252-004      5         7          9                        
1                   022-252-003   022-252-005      6        14         20                        
1                   022-252-003   022-252-006     78        99        120                        
1                   022-252-006   022-252-007     89        90        110                        
1                   022-252-007   022-252-008      5         8         12                        
1                   022-252-008   022-252-009     54        66         77                        
1                   022-252-009   022-252-010      6         9         14                          
1                   022-252-010   022-252-011      4         6          9                        
1                   022-252-011   022-252-012      6         9         12                        
1                   022-252-011   022-252-013      1         1.5        2                       
1                   022-252-012   022-252-014      4         5          6                       
1                   022-252-014   022-252-015     11        22         33                      
1                   022-252-013   022-252-015      4         5          5.5                    
1                   022-252-015   022-252-016      3         4          5                      
1                   022-252-016   022-252-017     10        11          12                     
1                   022-252-016   022-252-018      5         6          7                      
1                   022-252-016   022-252-019      8         9          10                     
1                   022-252-016   022-252-020      2         3          4                       
1                   022-252-017   022-252-021      1         3          6                       
1                   022-252-018   022-252-022      5         7         10                       
1                   022-252-019   022-252-022      3         6         10                       
1                   022-252-020   022-252-023      6        12         23                       
1                   022-252-021   022-252-024     98       102        130                       
1                   022-252-022   022-252-024      7        10         14                       
1                   022-252-023   022-252-024      5         5.5        8                       
1                   022-252-024   022-252-025     34        45         60                       
1                   022-252-024   022-252-026      3         7          9                      
1                   022-252-025   022-252-027      5         6          9                      
1                   022-252-027   022-252-028      7         7         11                      
1                   022-252-026   022-252-028      8         9         14      11    30    58  
1                   022-252-026   022-252-029      4         8         15                      
1                   022-252-029   022-252-028      6         9         12                      
1                   022-252-028   022-252-030      7        12         16                      

1                   022-253-001   022-253-002      1         1.5        2                    
1                   022-253-002   022-253-003      4         5          6                    
1                   022-253-003   022-253-004     11        22         33                    
1                   022-253-003   022-253-005      4         5          5.5                  
1                   022-253-003   022-253-006      3         4          5                    
1                   022-253-006   022-253-007     10        11          12                   
1                   022-253-007   022-253-008      5         6          7                    
1                   022-253-008   022-253-009      8         9          10                   
1                   022-253-009   022-253-010      2         3          4                    
1                   022-253-010   022-253-011      1         3          6                    
1                   022-253-011   022-253-012      5         7         10                    
1                   022-253-011   022-253-013      3         6         10      04    30    58                    
1                   022-253-012   022-253-014      6        12         23                                       
1                   022-253-014   022-253-015     98       102        130                                      
1                   022-253-013   022-253-015      7        10         14                                      
1                   022-253-015   022-253-016      5         5.5        8                       
1                   022-253-016   022-253-017     34        45         60                       
1                   022-253-016   022-253-018      3         7          9                      
1                   022-253-016   022-253-019      5         6          9                      
1                   022-253-016   022-253-020      7         7         11                       
1                   022-253-017   022-253-021      8         9         14                      
1                   022-253-018   022-253-022      4         8         15      05    21    58  
1                   022-253-019   022-253-022      6         9         12       
1                   022-253-020   022-253-023      7        12         16       
1                   022-253-021   022-253-024     89       110        120       
1                   022-253-022   022-253-024     56        65         70       
1                   022-253-023   022-253-024      5         7          9                       
1                   022-253-024   022-253-025      6        14         20                       
1                   022-253-024   022-253-026     78        99        120                      
1                   022-253-025   022-253-027     89        90        110                      
1                   022-253-027   022-253-028      5         8         12                      
1                   022-253-026   022-253-028     54        66         77                      
1                   022-253-026   022-253-029      6         9         14                      
1                   022-253-029   022-253-028      4         6          9                      
1                   022-253-028   022-253-030      6         9         12                      

1                   022-254-001   022-254-002      1         1.5        2
1                   022-254-002   022-254-003      4         5          6
1                   022-254-003   022-254-004     11        22         33
1                   022-254-003   022-254-005      4         7          9.5   07    31    58
1                   022-254-003   022-254-006      3         4          5
1                   022-254-006   022-254-007     10        11         12
1                   022-254-007   022-254-008      5         6          7
1                   022-254-008   022-254-009      8         9         10 
1                   022-254-009   022-254-010      2         5          6     06    21    58    
1                   022-254-010   022-254-011      1         3          6
1                   022-254-011   022-254-012      5         7         10
1                   022-254-011   022-254-013      3         9         14
1                   022-254-012   022-254-014      6        12         23
1                   022-254-014   022-254-015     98       102        130  
1                   022-254-013   022-254-015      7        10         14
1                   022-254-015   022-254-016      5         5.5        8
1                   022-254-016   022-254-017     34        45         60
1                   022-254-016   022-254-018      3         7          9
1                   022-254-016   022-254-019      5        16         19
1                   022-254-016   022-254-020      7         7         11
1                   022-254-017   022-254-021      8         9         14
1                   022-254-018   022-254-022      4         8         15
1                   022-254-019   022-254-022      6         9         12
1                   022-254-020   022-254-023      7        12         16
1                   022-254-021   022-254-024     89       110        120 
1                   022-254-022   022-254-024     56        65         70
1                   022-254-023   022-254-024      5         7          9
1                   022-254-024   022-254-025      6        14         20
1                   022-254-024   022-254-026     78        99        120
1                   022-254-025   022-254-027     89        90        110
1                   022-254-027   022-254-028     15        28         32
1                   022-254-026   022-254-028     54        66         77
1                   022-254-026   022-254-029      6         9         14
1                   022-254-029   022-254-028      4         6          9
1                   022-254-028   022-254-030      6         9         12

1                   022-255-001   022-255-002      1         1.5        2
1                   022-255-002   022-255-003      4         5          6
1                   022-255-003   022-255-004     11        22         33
1                   022-255-003   022-255-005      4         7          9.5   07    31    58
1                   022-255-003   022-255-006      3         4          5
1                   022-255-006   022-255-007     10        11         12
1                   022-255-007   022-255-008      5         6         12
1                   022-255-008   022-255-009      8         9         10 
1                   022-255-009   022-255-010      3         6          9     06    21    58    
1                   022-255-010   022-255-011      1         3          6
1                   022-255-011   022-255-012      5         7         10
1                   022-255-011   022-255-013      3         9         16
1                   022-255-012   022-255-014      6        12         23
1                   022-255-014   022-255-015      8        10         13
1                   022-255-013   022-255-015      7        10         14
1                   022-255-015   022-255-016      5         5.5        8
1                   022-255-016   022-255-017     34        45         60
1                   022-255-016   022-255-018      3         7          9
1                   022-255-016   022-255-019      5        16         19
1                   022-255-016   022-255-020      7         7         11
1                   022-255-017   022-255-021      8         8.5       11
1                   022-255-018   022-255-022      4         8         16
1                   022-255-019   022-255-022      6         9         12
1                   022-255-020   022-255-023      7        12         16
1                   022-255-021   022-255-024      9        11         12
1                   022-255-022   022-255-024      5        10         13
1                   022-255-023   022-255-024      5         7          9
1                   022-255-024   022-255-025      6        14         20
1                   022-255-024   022-255-026     78        99        120
1                   022-255-025   022-255-027      9        15         30
1                   022-255-027   022-255-028     15        28         32
1                   022-255-026   022-255-028     54        66         77
1                   022-255-026   022-255-029      6         9         14
1                   022-255-029   022-255-028      4         6          9
1                   022-255-028   022-255-030      6         9         12

1                   022-240-001   022-240-002      1         1.5        2
1                   022-240-002   022-240-003      4         5          6
1                   022-240-003   022-240-004     11        22         33
1                   022-240-003   022-240-005      4         5          5.5   09    25    58
1                   022-240-003   022-240-006      3         4          5
1                   022-240-006   022-240-007     10        11          12
1                   022-240-007   022-240-008      5         6          7
1                   022-240-008   022-240-009      8         9          10 
1                   022-240-009   022-240-010      2         3          4     10    21    58    
1                   022-240-010   022-240-011      1         3          6
1                   022-240-011   022-240-012      5         7         10
1                   022-240-011   022-240-013      3         6         10
1                   022-240-012   022-240-014      6        12         23
1                   022-240-014   022-240-015     98       102        130  
1                   022-240-013   022-240-015      7        10         14
1                   022-240-015   022-240-016      5         5.5        8
1                   022-240-016   022-240-017     34        45         60
1                   022-240-016   022-240-018      3         7          9
1                   022-240-016   022-240-019      5         6          9
1                   022-240-016   022-240-020      7         7         11
1                   022-240-017   022-240-021      8         9         14
1                   022-240-018   022-240-022      4         8         15
1                   022-240-019   022-240-022      6         9         12
1                   022-240-020   022-240-023      7        12         16
1                   022-240-021   022-240-024     89       110        120 
1                   022-240-022   022-240-024     56        65         70
1                   022-240-023   022-240-024      5         7          9
1                   022-240-024   022-240-025      6        14         20
1                   022-240-024   022-240-026     78        99        120
1                   022-240-025   022-240-027     89        90        110
1                   022-240-027   022-240-028      5         8         12
1                   022-240-026   022-240-028     54        66         77
1                   022-240-026   022-240-029      6         9         14
1                   022-240-029   022-240-028      4         6          9
1                   022-240-028   022-240-030      6         9         12

1                   022-241-001   022-241-002     98       102        130                       
1                   022-241-002   022-241-003      7        10         14                       
1                   022-241-003   022-241-004      5         5.5        8                       
1                   022-241-003   022-241-005     34        45         60                       
1                   022-241-003   022-241-006      3         7          9                       
1                   022-241-006   022-241-007      5         6          9                       
1                   022-241-007   022-241-008      7         7         11                       
1                   022-241-008   022-241-009      8         9         14      02    30    58   
1                   022-241-009   022-241-010      4         8         15                         
1                   022-241-010   022-241-011      6         9         12                       
1                   022-241-011   022-241-012      7        12         16                       
1                   022-241-011   022-241-013     89       110        120                       
1                   022-241-012   022-241-014     56        65         70      05    21    58   
1                   022-241-014   022-241-015      5         7          9                    
1                   022-241-013   022-241-015      6        14         20                    
1                   022-241-015   022-241-016     78        99        120                    
1                   022-241-016   022-241-017     89        90        110                    
1                   022-241-016   022-241-018      5         8         12                    
1                   022-241-016   022-241-019     54        66         77                    
1                   022-241-016   022-241-020      6         9         14                       
1                   022-241-017   022-241-021      4         6          9                       
1                   022-241-018   022-241-022      6         9         12                       
1                   022-241-019   022-241-022      1         1.5        2                       
1                   022-241-020   022-241-023      4         5          6                       
1                   022-241-021   022-241-024     11        22         33                       
1                   022-241-022   022-241-024      4         5          5.5                     
1                   022-241-023   022-241-024      3         4          5                       
1                   022-241-024   022-241-025     10        11          12                      
1                   022-241-024   022-241-026      5         6          7                    
1                   022-241-025   022-241-027      8         9          10                   
1                   022-241-027   022-241-028      2         3          4                    
1                   022-241-026   022-241-028      1         3          6                    
1                   022-241-026   022-241-029      5         7         10                    
1                   022-241-029   022-241-028      3         6         10                    
1                   022-241-028   022-241-030      6        12         23                    

1                   022-242-001   022-242-002     89       110        120                        
1                   022-242-002   022-242-003     56        65         70      08    21    58    
1                   022-242-003   022-242-004      5         7          9                        
1                   022-242-003   022-242-005      6        14         20                        
1                   022-242-003   022-242-006     78        99        120                        
1                   022-242-006   022-242-007     89        90        110                        
1                   022-242-007   022-242-008      5         8         12                        
1                   022-242-008   022-242-009     54        66         77                        
1                   022-242-009   022-242-010      6         9         14                          
1                   022-242-010   022-242-011      4         6          9                        
1                   022-242-011   022-242-012      6         9         12                        
1                   022-242-011   022-242-013      1         1.5        2                       
1                   022-242-012   022-242-014      4         5          6                       
1                   022-242-014   022-242-015     11        22         33                      
1                   022-242-013   022-242-015      4         5          5.5                    
1                   022-242-015   022-242-016      3         4          5                      
1                   022-242-016   022-242-017     10        11          12                     
1                   022-242-016   022-242-018      5         6          7                      
1                   022-242-016   022-242-019      8         9          10                     
1                   022-242-016   022-242-020      2         3          4                       
1                   022-242-017   022-242-021      1         3          6                       
1                   022-242-018   022-242-022      5         7         10                       
1                   022-242-019   022-242-022      3         6         10                       
1                   022-242-020   022-242-023      6        12         23                       
1                   022-242-021   022-242-024     98       102        130                       
1                   022-242-022   022-242-024      7        10         14                       
1                   022-242-023   022-242-024      5         5.5        8                       
1                   022-242-024   022-242-025     34        45         60                       
1                   022-242-024   022-242-026      3         7          9                      
1                   022-242-025   022-242-027      5         6          9                      
1                   022-242-027   022-242-028      7         7         11                      
1                   022-242-026   022-242-028      8         9         14      10    30    58  
1                   022-242-026   022-242-029      4         8         15                      
1                   022-242-029   022-242-028      6         9         12                      
1                   022-242-028   022-242-030      7        12         16                      

1                   022-243-001   022-243-002      1         1.5        2                    
1                   022-243-002   022-243-003      4         5          6                    
1                   022-243-003   022-243-004     11        22         33                    
1                   022-243-003   022-243-005      4         5          5.5                  
1                   022-243-003   022-243-006      3         4          5                    
1                   022-243-006   022-243-007     10        11          12                   
1                   022-243-007   022-243-008      5         6          7                    
1                   022-243-008   022-243-009      8         9          10                   
1                   022-243-009   022-243-010      2         3          4                    
1                   022-243-010   022-243-011      1         3          6                    
1                   022-243-011   022-243-012      5         7         10                    
1                   022-243-011   022-243-013      3         6         10      04    30    58                    
1                   022-243-012   022-243-014      6        12         23                                       
1                   022-243-014   022-243-015     98       102        130                                      
1                   022-243-013   022-243-015      7        10         14                                      
1                   022-243-015   022-243-016      5         5.5        8                       
1                   022-243-016   022-243-017     34        45         60                       
1                   022-243-016   022-243-018      3         7          9                      
1                   022-243-016   022-243-019      5         6          9                      
1                   022-243-016   022-243-020      7         7         11                       
1                   022-243-017   022-243-021      8         9         14                      
1                   022-243-018   022-243-022      4         8         15      05    21    58  
1                   022-243-019   022-243-022      6         9         12       
1                   022-243-020   022-243-023      7        12         16       
1                   022-243-021   022-243-024     89       110        120       
1                   022-243-022   022-243-024     56        65         70       
1                   022-243-023   022-243-024      5         7          9                       
1                   022-243-024   022-243-025      6        14         20                       
1                   022-243-024   022-243-026     78        99        120                      
1                   022-243-025   022-243-027     89        90        110                      
1                   022-243-027   022-243-028      5         8         12                      
1                   022-243-026   022-243-028     54        66         77                      
1                   022-243-026   022-243-029      6         9         14                      
1                   022-243-029   022-243-028      4         6          9                      
1                   022-243-028   022-243-030      6         9         12                      

1                   022-244-001   022-244-002      1         1.5        2
1                   022-244-002   022-244-003      4         5          6
1                   022-244-003   022-244-004     11        22         33
1                   022-244-003   022-244-005      4         7          9.5   07    31    58
1                   022-244-003   022-244-006      3         4          5
1                   022-244-006   022-244-007     10        11         12
1                   022-244-007   022-244-008      5         6          7
1                   022-244-008   022-244-009      8         9         10 
1                   022-244-009   022-244-010      2         5          6     06    21    58    
1                   022-244-010   022-244-011      1         3          6
1                   022-244-011   022-244-012      5         7         10
1                   022-244-011   022-244-013      3         9         14
1                   022-244-012   022-244-014      6        12         23
1                   022-244-014   022-244-015     98       102        130  
1                   022-244-013   022-244-015      7        10         14
1                   022-244-015   022-244-016      5         5.5        8
1                   022-244-016   022-244-017     34        45         60
1                   022-244-016   022-244-018      3         7          9
1                   022-244-016   022-244-019      5        16         19
1                   022-244-016   022-244-020      7         7         11
1                   022-244-017   022-244-021      8         9         14
1                   022-244-018   022-244-022      4         8         15
1                   022-244-019   022-244-022      6         9         12
1                   022-244-020   022-244-023      7        12         16
1                   022-244-021   022-244-024     89       110        120 
1                   022-244-022   022-244-024     56        65         70
1                   022-244-023   022-244-024      5         7          9
1                   022-244-024   022-244-025      6        14         20
1                   022-244-024   022-244-026     78        99        120
1                   022-244-025   022-244-027     89        90        110
1                   022-244-027   022-244-028     15        28         32
1                   022-244-026   022-244-028     54        66         77
1                   022-244-026   022-244-029      6         9         14
1                   022-244-029   022-244-028      4         6          9
1                   022-244-028   022-244-030      6         9         12

1                   022-245-001   022-245-002      1         1.5        2
1                   022-245-002   022-245-003      4         5          6
1                   022-245-003   022-245-004     11        22         33
1                   022-245-003   022-245-005      4         7          9.5   07    31    58
1                   022-245-003   022-245-006      3         4          5
1                   022-245-006   022-245-007     10        11         12
1                   022-245-007   022-245-008      5         6         12
1                   022-245-008   022-245-009      8         9         10 
1                   022-245-009   022-245-010      3         6          9     06    21    58    
1                   022-245-010   022-245-011      1         3          6
1                   022-245-011   022-245-012      5         7         10
1                   022-245-011   022-245-013      3         9         16
1                   022-245-012   022-245-014      6        12         23
1                   022-245-014   022-245-015      8        10         13
1                   022-245-013   022-245-015      7        10         14
1                   022-245-015   022-245-016      5         5.5        8
1                   022-245-016   022-245-017     34        45         60
1                   022-245-016   022-245-018      3         7          9
1                   022-245-016   022-245-019      5        16         19
1                   022-245-016   022-245-020      7         7         11
1                   022-245-017   022-245-021      8         8.5       11
1                   022-245-018   022-245-022      4         8         16
1                   022-245-019   022-245-022      6         9         12
1                   022-245-020   022-245-023      7        12         16
1                   022-245-021   022-245-024      9        11         12
1                   022-245-022   022-245-024      5        10         13
1                   022-245-023   022-245-024      5         7          9
1                   022-245-024   022-245-025      6        14         20
1                   022-245-024   022-245-026     78        99        120
1                   022-245-025   022-245-027      9        15         30
1                   022-245-027   022-245-028     15        28         32
1                   022-245-026   022-245-028     54        66         77
1                   022-245-026   022-245-029      6         9         14
1                   022-245-029   022-245-028      4         6          9
1                   022-245-028   022-245-030      6         9         12

1                   022-230-001   022-230-002      1         1.5        2
1                   022-230-002   022-230-003      4         5          6
1                   022-230-003   022-230-004     11        22         33
1                   022-230-003   022-230-005      4         5          5.5   09    25    58
1                   022-230-003   022-230-006      3         4          5
1                   022-230-006   022-230-007     10        11          12
1                   022-230-007   022-230-008      5         6          7
1                   022-230-008   022-230-009      8         9          10 
1                   022-230-009   022-230-010      2         3          4     10    21    58    
1                   022-230-010   022-230-011      1         3          6
1                   022-230-011   022-230-012      5         7         10
1                   022-230-011   022-230-013     13        16         20
1                   022-230-012   022-230-014      6        12         23
1                   022-230-014   022-230-015     98       102        130  
1                   022-230-013   022-230-015      7        10         14
1                   022-230-015   022-230-016      5         5.5        8
1                   022-230-016   022-230-017     34        45         60
1                   022-230-016   022-230-018      3         7          9
1                   022-230-016   022-230-019      5         6          9
1                   022-230-016   022-230-020      7         7         11
1                   022-230-017   022-230-021      8         9         14
1                   022-230-018   022-230-022      4         8         15
1                   022-230-019   022-230-022      6         9         12
1                   022-230-020   022-230-023      7        12         16
1                   022-230-021   022-230-024     89       110        120 
1                   022-230-022   022-230-024     56        65         70
1                   022-230-023   022-230-024      5         7          9
1                   022-230-024   022-230-025      6        14         20
1                   022-230-024   022-230-026     78        99        120
1                   022-230-025   022-230-027     89        90        110
1                   022-230-027   022-230-028      5         8         12
1                   022-230-026   022-230-028     54        66         77
1                   022-230-026   022-230-029      6         9         14
1                   022-230-029   022-230-028      4         6          9
1                   022-230-028   022-230-030      6         9         12

1                   022-231-001   022-231-002     98       102        130                       
1                   022-231-002   022-231-003      7        10         14                       
1                   022-231-003   022-231-004      5         5.5        8                       
1                   022-231-003   022-231-005     34        45         60                       
1                   022-231-003   022-231-006      3         7          9                       
1                   022-231-006   022-231-007      5         6          9                       
1                   022-231-007   022-231-008     17        17         21                       
1                   022-231-008   022-231-009      8         9         14      02    30    58   
1                   022-231-009   022-231-010      4         8         15                         
1                   022-231-010   022-231-011      6         9         12                       
1                   022-231-011   022-231-012      7        12         16                       
1                   022-231-011   022-231-013     89       110        120                       
1                   022-231-012   022-231-014     56        65         70      05    21    58   
1                   022-231-014   022-231-015      5         7          9                    
1                   022-231-013   022-231-015      6        14         20                    
1                   022-231-015   022-231-016     78        99        120                    
1                   022-231-016   022-231-017     89        90        110                    
1                   022-231-016   022-231-018      5         8         12                    
1                   022-231-016   022-231-019     54        66         77                    
1                   022-231-016   022-231-020      6         9         14                       
1                   022-231-017   022-231-021      4         6          9                       
1                   022-231-018   022-231-022      6         9         12                       
1                   022-231-019   022-231-022     11        11.5       22                       
1                   022-231-020   022-231-023      4         5          6                       
1                   022-231-021   022-231-024     11        22         33                       
1                   022-231-022   022-231-024      4         5          5.5                     
1                   022-231-023   022-231-024      3         4          5                       
1                   022-231-024   022-231-025     10        11          12                      
1                   022-231-024   022-231-026      5         6          7                    
